entry_id,neighborhood,district,total_population,foreign_population,spanish_population,elderly_population,young_population,female_population,density_2023,total_population_growth_1y,foreign_population_growth_1y,spanish_population_growth_1y,elderly_population_growth_1y,young_population_growth_1y,female_population_growth_1y,density_2022,total_population_growth_3y,foreign_population_growth_3y,spanish_population_growth_3y,elderly_population_growth_3y,young_population_growth_3y,female_population_growth_3y,density_2020,total_population_growth_5y,foreign_population_growth_5y,spanish_population_growth_5y,elderly_population_growth_5y,young_population_growth_5y,female_population_growth_5y,density_2018,number_transactions,number_transactions_new,number_transactions_social,number_transactions_used,total_transactions_growth_1y,total_transactions_growth_3y,total_transactions_growth_5y,average_loan_amount,interest_rate,average_period_mortgage,average_size_ongoing_transaction,tenancy_days,residential_real_estates,average_built_area,average_construction_year,total_rent_portal_03_23,total_price_portal_03_23,total_price_portal,total_price_portal_growth_5y,total_price_portal_growth_3y,total_price_portal_growth_1y,total_price_register,new_price_register,used_price_register,price_official_internal_index,total_price_register_growth_5y,new_price_register_growth_5y,used_price_register_growth_5y,total_price_register_growth_3y,new_price_register_growth_3y,used_price_register_growth_3y,total_price_register_growth_1y,new_price_register_growth_1y,used_price_register_growth_1y,IVBSI_2022,IVMAUM_2022,IVEC_2022,IVEE_2022,IVS_2022,IVBSI_2021,IVMAUM_2021,IVEC_2021,IVEE_2021,IVS_2021
110,174. Los Rosales,17. Villaverde,"37,808","8,414","29,393",0.17,0.14,0.52,245.3949503,0.01,0.09,-0.01,0.17,0.14,0.01,242.21,-0.01,0.08,-0.03,16.71,15,0.00,247.33,0.023,0.271,-0.032,16.750,15.890,0.031,239.980,223,41,3,179,0.30,-0.23,-0.11,113643.15,2.23,313,69.67,1873.5,14459,90,1980,,"2,090","1,883",0.309,0.007,0.055,"1,931","1,957","1,924",49.51,0.42,0.36,0.43,0.08,0.08,0.08,0.06,-0.21,0.10,8.06,5.7,11.1,11.01,6.27,7.5,5.48,10.71,11.33,6.89
111,175. Ángeles,17. Villaverde,"34,827","7,615","27,211",0.23,0.13,0.53,179.9565959,0.06,0.23,0.02,0.24,0.12,0.06,170.01,0.07,0.32,0.02,25.41,12,0.07,168.13,0.143,0.725,0.044,27.190,12.370,0.135,157.510,19,9,0,10,-0.93,-0.97,-0.93,133291.39,2.24,318,85.17,2621.48,14110,98,1973,12.9,"2,063","2,000",0.289,0.086,0.073,"1,903",0,0,48.8,0.37,0.24,0.50,0.02,-1.00,-1.00,0.02,-1.00,-1.00,7.73,5.98,11.05,10.48,6.96,7.31,5.32,10.74,10.48,7.08
112,181. Casco Histórico de Vallecas,18. Villa de Vallecas,"40,417","8,079","32,338",0.17,0.15,0.52,9.389279815,0.02,0.12,0.00,0.17,0.16,0.02,9.19,-0.01,0.10,-0.04,16.47,17,-0.01,9.51,0.017,0.351,-0.042,16.570,17.790,0.019,9.230,516,132,7,377,0.35,0.61,-0.02,121737.09,2.14,315,65.21,4137.67,14972,80,1981,13.3,"2,283","2,205",0.274,0.093,0.144,"2,249","2,490","2,164",57.67,0.34,0.34,0.43,0.08,0.13,0.06,0.17,0.36,0.11,8.85,4.48,11.59,11.15,7.87,8.56,6.21,11.63,11.27,8.08
113,182. Santa Eugenia,18. Villa de Vallecas,"23,876","2,735","21,141",0.25,0.11,0.52,114.7774252,-0.01,0.03,-0.01,0.24,0.12,-0.01,115.90,-0.03,0.04,-0.04,21.91,12,-0.03,118.66,-0.017,0.143,-0.035,20.420,11.820,-0.010,116.790,192,14,0,178,0.08,-0.05,0.16,148283.48,2.18,330,92.91,7402.04,9754,102,1981,,"2,740","2,237",0.168,-0.021,-0.232,"2,330",0,"2,251",59.73,0.40,0.00,0.36,0.11,-1.00,0.14,0.11,0.00,0.07,8.06,5.72,10.13,7.73,6,7.84,5.34,10.13,7.62,7.11
114,183. Ensanche de Vallecas,18. Villa de Vallecas,"53,208","7,616","45,592",0.05,0.23,0.51,83.90973175,0.04,0.17,0.02,0.05,0.24,0.05,80.63,0.09,0.39,0.05,4.60,25,0.10,77.07,0.220,1.030,0.144,4.050,25.200,0.236,68.780,622,170,3,449,0.30,-0.43,0.10,180380.19,2.14,331,93.15,3472.85,24372,121,2009,14.3,"3,223","2,994",0.195,0.111,0.301,"2,980","2,731","3,073",76.41,0.52,0.45,0.53,0.28,0.24,0.26,0.10,0.04,0.11,7.71,6.15,11.06,8.72,5.8,8.93,5.28,11,8.64,6.02
115,191. Casco Histórico de Vicálvaro,19. Vicálvaro,"35,519","7,962","27,556",0.20,0.15,0.52,16.524923,0.01,0.07,0.00,0.20,0.15,0.02,16.32,0.00,0.07,-0.02,20.79,15,0.00,16.59,0.039,0.235,-0.007,22.040,15.020,0.051,15.910,414,16,0,398,0.21,0.52,0.21,110386.01,2.24,324,63.01,6096.35,14308,78,1972,,"2,298","2,776",0.000,0.310,0.352,"2,442","2,581","2,436",62.61,0.56,0.00,0.56,0.14,0.00,0.14,0.07,0.00,0.07,8.38,4.61,9.69,10.59,8.27,7.9,4.28,10.58,10.61,8.61
116,192. Valdebernardo,19. Vicálvaro,"17,471","1,686","15,785",0.14,0.11,0.52,68.37697155,0.00,0.19,-0.01,0.13,0.11,0.00,68.22,-0.02,0.32,-0.05,11.61,13,-0.02,69.80,-0.009,0.674,-0.051,10.170,15.610,-0.007,69.030,68,18,2,48,0.19,0.51,0.42,161628.31,2.1,298,88.09,5087.41,6599,119,1997,,"3,189","3,225",0.326,0.114,0.075,"2,584","2,432","2,644",66.24,0.27,0.32,0.20,0.03,0.00,0.04,-0.04,0.00,-0.04,7.21,4.42,7.78,8.42,7.09,7.13,4.19,8.66,8.45,6.53
117,193. Valderrivas,19. Vicálvaro,"17,760",789,"16,971",0.07,0.22,0.52,276.119403,-0.01,0.11,-0.01,0.07,0.25,0.00,277.80,-0.02,0.14,-0.03,5.94,28,-0.01,282.20,-0.023,0.333,-0.035,5.300,30.280,-0.006,282.660,96,7,2,87,-0.02,0.41,0.26,174930.14,2.06,308,93.67,5812.12,6999,131,2003,,"3,189","3,225",0.326,0.114,0.075,"3,346",0,"3,347",85.78,0.49,0.00,0.48,0.26,0.00,0.26,0.20,0.00,0.20,9.77,7.87,8.92,5.89,4.92,10.71,6.94,9.75,5.79,6.13
118,194. El Cañaveral,19. Vicálvaro,"13,054","1,618","11,436",0.03,0.23,0.49,12.3450252,0.46,0.60,0.44,0.02,0.23,0.45,8.46,4.44,7.94,4.16,3.17,24,4.48,2.27,12.814,19.744,12.190,3.810,20.740,13.070,0.890,1188,805,375,8,-0.29,1.09,17.28,191687.67,2.22,351,106.33,438.47,5748,162,2019,13.2,"3,187",-,0.000,0.000,0.000,"2,609","2,607",0,66.88,0.45,0.16,0.46,0.56,0.56,-1.00,0.08,0.08,0.00,6.85,7.38,8.43,6.12,5.99,7.22,7.38,9.28,5.7,5.98
119,201. Simancas,20. San Blas-Canillejas,"28,765","6,246","22,518",0.16,0.14,0.53,126.3673505,0.02,0.15,-0.01,0.16,0.14,0.02,123.76,0.00,0.16,-0.03,15.53,15,0.01,126.07,0.056,0.503,-0.025,16.410,15.870,0.057,119.670,383,15,0,368,0.18,0.01,-0.09,160393.81,2.18,318,67.15,6556.5,12347,84,1975,,"3,003","2,898",0.256,0.115,0.106,"2,849","3,878","2,800",73.06,0.51,0.00,0.50,0.14,0.00,0.12,0.12,0.00,0.10,8.56,5.56,9.73,9.27,6.65,8.8,5.46,9.44,8.83,6.48
120,202. Hellín,20. San Blas-Canillejas,"9,555","1,870","7,685",0.20,0.13,0.54,173.5379586,0.03,0.19,0.00,0.21,0.13,0.04,168.45,0.02,0.38,-0.04,22.56,13,0.02,169.68,0.069,1.015,-0.041,25.190,11.750,0.068,162.400,188,0,0,188,0.17,0.45,0.05,119671.37,2.11,345,93.5,5667.92,4118,82,1970,,"2,169","2,159",0.000,0.122,0.076,"1,876",0,"1,876",48.1,0.62,0.00,0.62,0.18,0.00,0.18,0.07,0.00,0.07,6.6,4.86,8.75,9.66,8.77,6.66,4.82,8.56,9.37,8.83
121,203. Amposta,20. San Blas-Canillejas,"9,126","2,169","6,957",0.17,0.14,0.53,246.4488253,0.05,0.21,0.01,0.18,0.14,0.05,235.25,0.03,0.29,-0.03,18.45,15,0.02,239.68,0.093,0.835,-0.029,20.360,14.940,0.083,225.420,170,8,0,162,0.38,0.25,0.13,98430.37,2.43,308,60.67,4474.39,3801,65,1964,,"2,267","2,095",0.000,0.011,0.132,"1,833",0,"1,828",47,0.55,0.00,0.56,0.08,0.00,0.09,0.05,0.00,0.05,8.48,4.62,10.96,11.5,9.41,8.74,3.94,10.72,11.19,7.45
122,204. Arcos,20. San Blas-Canillejas,"25,354","3,428","21,926",0.17,0.14,0.53,194.2537542,0.02,0.18,-0.01,0.17,0.14,0.01,191.24,0.03,0.22,0.00,17.52,15,0.03,189.18,0.059,0.646,0.003,18.210,16.240,0.054,183.410,328,64,0,264,-0.25,0.59,0.33,167038.55,2.27,311,87.17,4332.62,10192,96,1978,,"2,380","2,243",0.234,0.053,0.087,"2,466","3,126","2,301",63.22,0.47,0.00,0.38,0.21,0.00,0.13,-0.24,-0.25,0.07,5.7,5.66,8.43,9.12,7.02,6.13,5.14,8.23,8.58,6.92
123,205. Rosas,20. San Blas-Canillejas,"30,751","2,040","28,711",0.16,0.12,0.52,33.07804012,0.00,0.11,-0.01,0.16,0.13,0.00,33.22,-0.03,0.08,-0.04,14.15,16,-0.03,34.20,-0.026,0.341,-0.044,13.110,19.010,-0.021,33.950,148,15,0,133,-0.01,0.08,-0.03,196497.71,2.1,300,94.36,6633.34,12066,123,1993,,"3,297","3,522",0.234,0.128,0.057,"4,245","4,778","4,174",108.84,0.47,0.48,0.52,0.23,0.14,0.27,0.27,0.00,0.25,5.39,5.67,9.04,6.21,5.89,5.85,5.3,8.73,6.07,5.39
124,206. Rejas,20. San Blas-Canillejas,"17,399","3,443","13,956",0.12,0.18,0.51,34.6890763,0.03,0.10,0.01,0.12,0.19,0.02,33.84,0.01,0.04,0.00,11.11,20,0.00,34.49,0.066,0.348,0.014,11.230,20.790,0.072,32.530,238,25,0,213,-0.07,-0.36,0.25,209021.64,2.33,335,106.62,4460.55,6821,113,1992,13.3,"3,377","3,141",0.076,0.039,0.004,"3,041","3,226","3,019",77.96,0.40,0.00,0.40,0.67,0.00,0.67,0.02,-0.05,0.07,7.13,4.74,6.52,7.81,7.23,7.33,4.24,6.31,7.98,6.97
125,207. Canillejas,20. San Blas-Canillejas,"29,067","5,657","23,410",0.23,0.12,0.53,181.9302748,0.02,0.14,-0.01,0.23,0.13,0.02,178.64,0.00,0.17,-0.03,22.92,13,0.01,181.80,0.019,0.387,-0.042,23.160,12.830,0.026,178.500,315,7,0,308,0.09,0.01,0.16,164138.29,2.16,318,88.76,8175.52,12369,93,1974,15.4,"2,726","2,531",0.245,0.072,0.075,"2,486",0,"2,496",63.73,0.38,0.00,0.40,0.05,0.00,0.06,0.05,0.00,0.06,6.13,6.83,8.17,8.82,6.02,6.2,6.24,7.96,8.3,5.88
126,208. El Salvador,20. San Blas-Canillejas,"11,202","1,082","10,120",0.23,0.11,0.53,59.58193713,-0.01,0.04,-0.01,0.23,0.11,-0.01,59.94,-0.02,0.14,-0.04,21.11,11,-0.02,61.04,-0.008,0.334,-0.034,20.260,12.190,-0.003,60.030,91,0,0,91,0.28,0.07,0.20,324992.71,2.02,294,118.89,7531.98,4875,175,1983,,"3,735","3,437",0.053,0.118,-0.007,"3,921",0,"3,921",100.53,0.32,0.58,0.27,0.15,0.00,0.16,0.02,0.00,0.02,7.95,5.33,8.65,6.68,8.28,8.27,5.14,8.35,6.13,7.5
127,211. Alameda de Osuna,21. Barajas,"19,685","1,405","18,280",0.27,0.15,0.52,96.90838379,0.00,0.08,0.00,0.26,0.16,0.00,96.80,-0.01,0.13,-0.02,25.81,17,0.00,100.59,0.012,0.346,-0.007,24.960,16.990,0.020,98.690,322,56,0,266,0.77,0.12,1.04,247816.35,3.01,306,105.63,3088.84,8262,126,1982,,"3,699","3,628",0.258,0.108,0.024,"3,486","4,387","3,291",89.38,0.33,0.00,0.26,0.18,0.29,0.17,0.03,0.24,-0.03,7.15,5.37,3.49,4.38,6.55,6.39,5.1,2.49,4.29,6.97
128,212. Aeropuerto,21. Barajas,"1,902",454,"1,448",0.15,0.16,0.49,0.641161777,0.00,0.06,-0.01,0.15,0.16,0.01,0.64,0.00,0.04,-0.01,15.11,15,0.01,0.64,0.060,0.308,0.001,15.440,15.110,0.075,0.610,18,0,1,17,0.80,0.29,0.00,0,0,0,0,0,579,64,1962,,,-,0.000,0.000,0.000,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.64,3.64,7.78,8.22,16.72,9.02,3.06,6.74,8.31,15.91
129,213. Casco Histórico de Barajas,21. Barajas,"7,384","1,464","5,920",0.20,0.11,0.52,134.4011649,0.00,0.03,0.00,0.20,0.11,0.01,133.80,-0.04,-0.01,-0.05,18.56,12,-0.03,139.84,0.007,0.155,-0.024,18.540,11.600,0.021,133.530,120,28,0,92,0.60,0.67,0.74,136645.71,2.25,294,62.95,5234.43,3751,96,1982,14.7,"3,119","2,992",0.000,-0.036,0.006,"3,202","3,871","2,977",82.11,0.41,0.00,0.32,0.08,0.00,0.01,0.04,0.00,0.04,6.27,6.69,5.06,6.91,8.02,6.67,6.87,4.04,6.52,7.45
130,214. Timón,21. Barajas,"12,049","1,297","10,752",0.12,0.18,0.53,25.11045348,0.01,0.07,0.01,0.12,0.19,0.01,24.79,-0.06,-0.07,-0.06,10.55,21,-0.05,25.23,0.025,0.189,0.009,10.110,20.950,0.041,23.060,118,29,2,87,-0.02,-0.06,0.33,194259.04,2.01,302,95.2,5068.81,5166,128,1996,,,"3,164",0.000,0.025,0.050,"3,506","3,810","3,423",89.88,0.26,0.00,0.24,0.13,0.33,0.02,0.07,0.03,0.10,8.09,4.67,6.18,5.45,6.88,7.46,4.49,5.09,5.74,7.72
131,215. Corralejos,21. Barajas,"7,626",551,"7,075",0.11,0.20,0.51,16.32102729,0.00,0.09,0.00,0.10,0.21,0.00,16.27,-0.02,0.10,-0.02,9.94,24,-0.02,16.56,0.015,0.131,0.007,10.010,25.890,0.006,16.040,94,3,0,91,0.06,0.47,0.31,310730.7,2.33,310,115.09,4991.04,3062,153,1999,,,"3,742",0.000,0.077,0.015,"3,674",0,"3,665",94.18,0.31,0.00,0.28,0.02,0.00,-0.01,0.03,0.00,-0.02,8.45,3.91,3.44,4.13,8.2,7.36,3.35,2.43,3.93,9.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
